"","Channel 1 - Internal Ambient Last (C)","Channel 2 - External Ambient Last (C)","Channel 3 - Jetson Area Aluminum Panel Last (C)","Channel 4 - Jetson Area Display Panel Last (C)","Channel 5 - Touch Panel Board MCU Last (C)","Channel 6 - Center Top Aluminum Panel Last (C)","Channel 7 - Center Top Display Panel Last (C)","Channel 8 - Center Top Touch Screen Last (C)","Channel 9 - Jetson Area Touchscreen Last (C)","Channel 10 - Ambient Between Display and Aluminum Last (C)"
"03:05:55","28.393","25.015","34.026","44.526","33.516","31.396","44.214","40.792","46.151","33.561"
"03:05:56","28.502","25.051","34.037","44.536","33.538","31.395","44.232","40.904","46.133","33.419"
"03:05:57","28.477","25.022","34.033","44.544","33.541","31.377","44.235","40.932","46.152","33.459"
"03:05:58","28.443","24.955","34.040","44.547","33.574","31.369","44.228","40.976","46.162","33.481"
"03:05:59","28.292","24.922","34.047","44.539","33.573","31.362","44.220","40.954","46.134","33.457"
"03:06:00","28.237","24.896","34.043","44.547","33.570","31.358","44.224","40.939","46.122","33.461"
"03:06:01","28.086","24.881","34.021","44.550","33.580","31.347","44.216","40.859","46.131","33.518"
"03:06:02","27.967","24.866","34.050","44.546","33.591","31.350","44.212","40.830","46.144","33.461"
"03:06:03","28.074","24.876","34.024","44.527","33.609","31.350","44.190","40.851","46.162","33.367"
"03:06:04","28.138","24.915","34.035","44.525","33.597","31.329","44.201","40.882","46.162","33.385"
"03:06:05","28.132","24.938","34.031","44.530","33.608","31.342","44.193","40.847","46.160","33.444"
"03:06:06","28.209","24.964","34.030","44.534","33.604","31.341","44.193","40.839","46.166","33.396"
"03:06:07","28.220","24.978","34.026","44.541","33.593","31.352","44.189","40.854","46.160","33.403"
"03:06:08","28.271","24.978","34.030","44.540","33.593","31.363","44.192","40.904","46.148","33.392"
"03:06:09","28.403","24.974","34.026","44.555","33.571","31.370","44.199","40.962","46.130","33.347"
"03:06:10","28.488","24.970","34.033","44.551","33.596","31.373","44.188","41.009","46.123","33.354"
"03:06:11","28.414","24.966","34.025","44.558","33.599","31.380","44.184","40.943","46.138","33.296"
"03:06:12","28.417","24.973","34.022","44.558","33.606","31.369","44.195","40.878","46.163","33.330"
"03:06:13","28.274","24.977","34.018","44.561","33.628","31.362","44.191","40.707","46.179","33.344"
"03:06:14","28.126","24.914","34.021","44.553","33.605","31.357","44.194","40.579","46.102","33.406"
"03:06:15","28.170","24.880","34.013","44.564","33.580","31.361","44.194","40.536","45.964","33.435"
"03:06:16","28.103","24.880","34.031","44.553","33.572","31.364","44.208","40.449","45.849","33.529"
"03:06:17","28.106","24.876","34.027","44.534","33.543","31.378","44.201","40.328","45.756","33.679"
"03:06:18","28.150","24.872","34.020","44.519","33.510","31.378","44.211","40.245","45.713","33.751"
"03:06:19","28.165","24.887","34.019","44.512","33.451","31.385","44.215","40.194","45.684","33.713"
"03:06:20","28.154","24.890","34.030","44.515","33.462","31.396","44.207","40.128","45.704","33.636"
"03:06:21","28.098","24.886","34.019","44.522","33.479","31.399","44.210","40.135","45.743","33.567"
"03:06:22","28.006","24.871","34.011","44.529","33.494","31.424","44.210","40.084","45.756","33.434"
"03:06:23","27.740","24.900","34.007","44.532","33.512","31.417","44.202","40.015","45.740","33.397"
"03:06:24","27.887","24.889","34.018","44.529","33.519","31.417","44.199","39.997","45.793","33.384"
"03:06:25","27.836","24.900","34.025","44.536","33.508","31.413","44.191","40.011","45.832","33.346"
"03:06:26","27.865","24.907","34.021","44.543","33.533","31.423","44.191","40.090","45.805","33.257"
"03:06:27","27.732","24.906","34.021","44.542","33.551","31.416","44.183","40.195","45.829","33.289"
"03:06:28","27.886","24.913","34.013","44.531","33.554","31.426","44.172","40.278","45.823","33.309"
"03:06:29","27.882","24.906","34.009","44.538","33.547","31.408","44.154","40.343","45.836","33.317"
"03:06:30","27.720","24.902","34.009","44.545","33.550","31.386","44.154","40.405","45.856","33.359"
"03:06:31","27.558","24.902","34.012","44.545","33.531","31.382","44.153","40.423","45.872","33.375"
"03:06:32","27.771","24.875","33.994","44.552","33.549","31.392","44.160","40.444","45.797","33.356"
"03:06:33","27.852","24.871","34.001","44.555","33.574","31.392","44.156","40.404","45.739","33.449"
"03:06:34","27.987","24.871","34.019","44.562","33.589","31.399","44.163","40.429","45.741","33.459"
"03:06:35","28.050","24.874","34.011","44.572","33.581","31.413","44.163","40.418","45.660","33.401"
"03:06:36","27.877","24.882","34.022","44.572","33.577","31.410","44.174","40.396","45.690","33.356"
"03:06:37","27.913","24.885","34.007","44.568","33.570","31.402","44.170","40.316","45.696","33.366"
"03:06:38","27.777","24.888","34.010","44.575","33.610","31.402","44.166","40.221","45.601","33.354"
"03:06:39","27.618","24.877","33.988","44.568","33.595","31.380","44.158","40.072","45.526","33.317"
"03:06:40","27.703","24.877","33.988","44.564","33.595","31.358","44.158","39.959","45.499","33.280"
"03:06:41","27.529","24.895","33.998","44.549","33.645","31.324","44.165","39.893","45.489","33.287"
"03:06:42","27.628","24.902","34.005","44.549","33.663","31.342","44.161","39.831","45.525","33.270"
"03:06:43","27.797","24.924","33.998","44.549","33.659","31.364","44.161","39.776","45.538","33.290"
"03:06:44","27.937","24.935","33.990","44.545","33.652","31.353","44.146","39.692","45.544","33.271"
"03:06:45","27.962","24.927","33.979","44.555","33.626","31.356","44.164","39.655","45.510","33.312"
"03:06:46","28.065","24.927","33.997","44.584","33.615","31.348","44.163","39.677","45.516","33.398"
"03:06:47","27.947","24.926","33.993","44.584","33.607","31.341","44.171","39.721","45.550","33.503"
"03:06:48","27.844","24.941","34.000","44.598","33.603","31.322","44.181","39.728","45.609","33.499"
"03:06:49","28.120","24.926","33.996","44.587","33.585","31.330","44.177","39.684","45.625","33.502"
"03:06:50","27.788","24.951","33.996","44.597","33.540","31.344","44.184","39.614","45.578","33.570"
"03:06:51","27.766","24.969","33.992","44.619","33.551","31.362","44.195","39.570","45.493","33.550"
"03:06:52","27.935","25.006","34.021","44.622","33.562","31.361","44.202","39.537","45.490","33.593"
"03:06:53","27.964","25.002","34.013","44.618","33.536","31.379","44.190","39.522","45.545","33.636"
"03:06:54","28.056","24.991","33.995","44.611","33.550","31.383","44.187","39.504","45.559","33.670"
"03:06:55","27.853","24.983","34.017","44.614","33.539","31.390","44.201","39.587","45.553","33.579"
"03:06:56","27.654","24.972","34.005","44.610","33.528","31.393","44.201","39.638","45.578","33.546"
"03:06:57","27.775","24.953","34.009","44.610","33.513","31.375","44.197","39.598","45.623","33.516"
"03:06:58","27.926","24.916","33.998","44.595","33.495","31.349","44.186","39.608","45.651","33.547"
"03:06:59","27.943","24.879","34.015","44.602","33.549","31.345","44.210","39.761","45.632","33.545"
"03:07:00","27.892","24.853","34.008","44.602","33.538","31.344","44.207","39.793","45.600","33.516"
"03:07:01","27.995","24.867","34.011","44.602","33.523","31.344","44.210","39.782","45.623","33.564"
"03:07:02","27.976","24.896","34.022","44.609","33.548","31.362","44.221","39.698","45.673","33.572"
"03:07:03","28.049","24.892","34.003","44.598","33.537","31.362","44.220","39.618","45.658","33.513"
"03:07:04","28.097","24.859","34.010","44.590","33.529","31.347","44.224","39.555","45.665","33.480"
"03:07:05","28.078","24.855","34.006","44.590","33.515","31.354","44.227","39.504","45.681","33.432"
"03:07:06","28.052","24.844","34.003","44.571","33.522","31.357","44.216","39.486","45.703","33.445"
"03:07:07","28.166","24.829","34.050","44.571","33.543","31.368","44.208","39.474","45.666","33.407"
"03:07:08","28.335","24.751","34.024","44.567","33.503","31.386","44.204","39.485","45.655","33.386"
"03:07:09","28.312","24.729","34.009","44.578","33.524","31.386","44.208","39.481","45.682","33.360"
"03:07:10","27.882","24.714","34.005","44.584","33.538","31.400","44.211","39.539","45.625","33.318"
"03:07:11","27.697","24.739","34.027","44.577","33.549","31.403","44.207","39.579","45.601","33.250"
"03:07:12","27.708","24.813","34.008","44.570","33.549","31.410","44.193","39.542","45.672","33.256"
"03:07:13","28.039","24.875","34.015","44.587","33.538","31.414","44.192","39.509","45.660","33.268"
"03:07:14","28.271","24.933","34.022","44.576","33.559","31.403","44.185","39.472","45.566","33.290"
"03:07:15","28.311","24.926","34.022","44.583","33.545","31.402","44.188","39.443","45.575","33.258"
"03:07:16","28.388","24.933","34.022","44.583","33.555","31.402","44.181","39.356","45.610","33.277"
"03:07:17","28.586","24.947","34.010","44.583","33.580","31.405","44.184","39.319","45.600","33.231"
"03:07:18","28.534","24.939","34.006","44.575","33.565","31.398","44.187","39.293","45.590","33.272"
"03:07:19","28.497","24.925","34.021","44.571","33.551","31.386","44.198","39.282","45.560","33.285"
"03:07:20","28.504","24.913","34.020","44.578","33.536","31.394","44.198","39.238","45.499","33.299"
"03:07:21","28.489","24.924","34.013","44.571","33.517","31.386","44.201","39.219","45.470","33.325"
"03:07:22","28.570","24.917","34.013","44.589","33.528","31.393","44.201","39.215","45.472","33.256"
"03:07:23","28.658","24.953","34.020","44.592","33.535","31.404","44.215","39.219","45.368","33.263"
"03:07:24","28.654","24.938","34.027","44.588","33.491","31.411","44.204","39.218","45.277","33.258"
"03:07:25","28.518","24.923","34.023","44.588","33.480","31.400","44.193","39.265","45.252","33.357"
"03:07:26","28.584","24.923","34.019","44.595","33.447","31.414","44.210","39.192","45.288","33.376"
"03:07:27","28.712","24.922","34.029","44.591","33.475","31.421","44.213","39.170","45.294","33.364"
"03:07:28","28.576","24.893","34.018","44.587","33.493","31.399","44.217","39.159","45.324","33.346"
"03:07:29","28.362","24.870","34.025","44.587","33.526","31.413","44.220","39.133","45.311","33.329"
"03:07:30","28.413","24.870","34.018","44.572","33.529","31.420","44.224","39.115","45.230","33.244"
"03:07:31","28.534","24.892","34.006","44.561","33.551","31.416","44.216","39.067","45.264","33.156"
"03:07:32","28.541","24.895","34.017","44.571","33.558","31.419","44.220","38.987","45.327","33.150"
"03:07:33","28.460","24.902","34.021","44.571","33.518","31.416","44.209","39.005","45.337","33.279"
"03:07:34","28.475","24.906","34.002","44.571","33.481","31.404","44.201","39.117","45.345","33.342"
"03:07:35","28.342","24.891","34.012","44.574","33.488","31.407","44.200","39.277","45.352","33.311"
"03:07:36","28.279","24.901","34.009","44.563","33.480","31.400","44.208","39.248","45.412","33.362"
"03:07:37","27.900","24.909","34.005","44.566","33.458","31.374","44.211","39.269","45.456","33.475"
"03:07:38","27.671","24.941","34.015","44.566","33.454","31.363","44.203","39.240","45.532","33.467"
"03:07:39","27.667","24.959","34.008","44.573","33.465","31.385","44.210","39.229","45.569","33.430"
"03:07:40","27.899","24.963","34.030","44.580","33.479","31.388","44.217","39.207","45.553","33.370"
"03:07:41","28.053","24.970","34.007","44.569","33.494","31.384","44.206","39.250","45.499","33.351"
"03:07:42","27.987","24.962","34.018","44.579","33.504","31.387","44.199","39.246","45.482","33.392"
"03:07:43","27.920","24.977","34.010","44.572","33.486","31.395","44.195","39.213","45.525","33.385"
"03:07:44","28.144","24.954","33.992","44.568","33.493","31.383","44.176","39.249","45.581","33.387"
"03:07:45","28.048","24.954","33.999","44.564","33.507","31.386","44.180","39.220","45.583","33.376"
"03:07:46","28.008","24.969","34.002","44.553","33.529","31.386","44.197","39.212","45.576","33.475"
"03:07:47","28.158","24.987","34.013","44.542","33.565","31.393","44.201","39.237","45.495","33.534"
"03:07:48","28.202","24.986","33.987","44.541","33.583","31.400","44.208","39.328","45.442","33.502"
"03:07:49","28.257","24.986","34.005","44.541","33.553","31.404","44.215","39.466","45.345","33.477"
"03:07:50","28.448","24.993","34.008","44.541","33.538","31.411","44.211","39.579","45.217","33.447"
"03:07:51","28.451","24.989","34.019","44.548","33.549","31.400","44.203","39.612","45.276","33.386"
"03:07:52","28.470","25.007","34.015","44.544","33.542","31.396","44.203","39.524","45.294","33.313"
"03:07:53","28.543","25.047","34.007","44.540","33.585","31.384","44.181","39.436","45.325","33.222"
"03:07:54","28.480","25.044","34.007","44.533","33.581","31.384","44.181","39.469","45.293","33.226"
"03:07:55","28.491","25.040","34.007","44.539","33.562","31.402","44.180","39.505","45.202","33.266"
"03:07:56","28.538","25.036","34.021","44.550","33.540","31.409","44.187","39.431","45.183","33.291"
"03:07:57","28.685","25.017","34.017","44.557","33.533","31.405","44.194","39.326","45.240","33.200"
"03:07:58","28.700","25.035","34.010","44.553","33.547","31.408","44.191","39.242","45.267","33.220"
"03:07:59","28.773","25.016","34.017","44.546","33.551","31.419","44.198","39.176","45.289","33.319"
"03:08:00","28.784","25.016","34.027","44.542","33.543","31.419","44.201","39.114","45.331","33.311"
"03:08:01","28.765","25.027","33.998","44.531","33.535","31.408","44.190","39.041","45.390","33.338"
"03:08:02","28.518","25.045","34.019","44.534","33.546","31.396","44.186","39.003","45.411","33.409"
"03:08:03","28.364","25.037","34.008","44.526","33.571","31.382","44.207","39.043","45.364","33.305"
"03:08:04","28.231","25.026","34.019","44.522","33.585","31.363","44.192","39.105","45.372","33.281"
"03:08:05","28.168","25.026","34.019","44.526","33.611","31.374","44.196","39.189","45.347","33.310"
"03:08:06","28.212","24.996","34.004","44.522","33.596","31.352","44.199","39.250","45.389","33.394"
"03:08:07","28.245","24.977","34.011","44.543","33.610","31.359","44.195","39.286","45.416","33.408"
"03:08:08","28.333","24.951","34.011","44.536","33.613","31.351","44.191","39.406","45.372","33.344"
"03:08:09","28.314","24.947","34.010","44.539","33.588","31.358","44.184","39.494","45.424","33.299"
"03:08:10","28.295","24.940","34.025","44.528","33.547","31.354","44.184","39.603","45.502","33.255"
"03:08:11","28.648","24.950","34.002","44.520","33.529","31.361","44.176","39.850","45.595","33.214"
"03:08:12","28.497","24.946","33.995","44.517","33.521","31.353","44.168","39.908","45.648","33.218"
"03:08:13","28.482","24.976","34.005","44.516","33.514","31.368","44.164","39.878","45.637","33.234"
"03:08:14","28.599","24.972","34.005","44.523","33.521","31.378","44.168","39.882","45.578","33.209"
"03:08:15","28.618","24.949","34.009","44.519","33.528","31.378","44.164","39.874","45.568","33.183"
"03:08:16","28.728","24.938","34.005","44.519","33.538","31.382","44.146","39.867","45.573","33.181"
"03:08:17","28.783","24.945","34.012","44.515","33.560","31.396","44.145","39.943","45.556","33.086"
"03:08:18","28.911","24.915","34.008","44.501","33.611","31.396","44.145","39.972","45.578","33.124"
"03:08:19","28.863","24.897","34.008","44.500","33.618","31.388","44.134","39.983","45.606","33.173"
"03:08:20","28.811","24.915","34.007","44.496","33.574","31.380","44.133","39.800","45.628","33.100"
"03:08:21","28.781","24.926","34.007","44.478","33.551","31.380","44.126","39.723","45.653","33.009"
"03:08:22","28.733","24.969","33.996","44.463","33.537","31.391","44.129","39.635","45.647","32.943"
"03:08:23","28.652","24.995","34.017","44.470","33.555","31.409","44.129","39.613","45.618","33.006"
"03:08:24","28.619","24.995","34.006","44.481","33.587","31.419","44.147","39.595","45.629","33.117"
"03:08:25","28.846","24.969","34.046","44.484","33.583","31.415","44.139","39.587","45.638","33.201"
"03:08:26","28.843","24.946","34.024","44.505","33.583","31.415","44.147","39.642","45.706","33.180"
"03:08:27","28.750","24.928","34.013","44.494","33.579","31.397","44.132","39.729","45.730","33.195"
"03:08:28","28.518","24.920","34.012","44.505","33.597","31.407","44.132","39.834","45.724","33.177"
"03:08:29","28.547","24.894","34.005","44.512","33.520","31.407","44.127","39.998","45.727","33.141"
"03:08:30","28.661","24.886","34.008","44.508","33.480","31.396","44.123","39.997","45.782","33.260"
"03:08:31","28.683","24.867","34.011","44.515","33.421","31.392","44.134","40.015","45.817","33.242"
"03:08:32","28.705","24.863","34.026","44.511","33.424","31.384","44.127","40.088","45.838","33.252"
"03:08:33","28.715","24.852","34.011","44.503","33.435","31.369","44.134","40.116","45.816","33.270"
"03:08:34","28.679","24.852","34.014","44.503","33.446","31.355","44.130","40.058","45.838","33.237"
"03:08:35","28.553","24.856","34.007","44.500","33.446","31.347","44.130","40.062","45.825","33.256"
"03:08:36","28.498","24.855","34.014","44.499","33.420","31.362","44.144","40.076","45.865","33.297"
"03:08:37","28.516","24.866","34.017","44.502","33.438","31.361","44.151","40.141","45.873","33.288"
"03:08:38","28.648","24.877","33.999","44.513","33.430","31.368","44.150","40.195","45.804","33.234"
"03:08:39","28.695","24.876","34.013","44.505","33.426","31.364","44.157","40.285","45.808","33.243"
"03:08:40","28.736","24.887","34.005","44.516","33.422","31.364","44.157","40.339","45.825","33.278"
"03:08:41","28.765","24.891","34.020","44.516","33.440","31.364","44.161","40.365","45.839","33.370"
"03:08:42","28.603","24.909","34.038","44.516","33.404","31.360","44.175","40.372","45.896","33.448"
"03:08:43","28.617","24.901","33.997","44.508","33.352","31.345","44.153","40.368","45.931","33.430"
"03:08:44","28.584","24.897","33.993","44.497","33.360","31.352","44.167","40.349","45.955","33.396"
"03:08:45","28.606","24.908","34.004","44.493","33.374","31.366","44.167","40.356","45.970","33.365"
"03:08:46","28.260","24.908","34.004","44.500","33.410","31.381","44.170","40.421","45.989","33.352"
"03:08:47","28.656","24.885","34.000","44.489","33.380","31.388","44.170","40.428","45.963","33.308"
"03:08:48","28.796","24.855","33.996","44.481","33.398","31.391","44.155","40.359","45.973","33.196"
"03:08:49","28.998","24.837","33.999","44.474","33.416","31.398","44.155","40.366","45.974","33.187"
"03:08:50","28.921","24.859","34.013","44.466","33.449","31.379","44.151","40.366","45.972","33.258"
"03:08:51","28.817","24.866","33.988","44.466","33.470","31.386","44.151","40.380","45.973","33.313"
"03:08:52","28.655","24.880","33.995","44.480","33.466","31.383","44.143","40.383","45.960","33.344"
"03:08:53","28.640","24.898","33.994","44.476","33.444","31.353","44.143","40.394","45.949","33.415"
"03:08:54","28.456","24.905","33.987","44.483","33.473","31.364","44.142","40.397","45.905","33.409"
"03:08:55","28.452","24.898","33.987","44.479","33.462","31.371","44.146","40.404","45.932","33.456"
"03:08:56","28.253","24.890","33.986","44.486","33.480","31.374","44.149","40.440","45.966","33.491"
"03:08:57","28.083","24.897","34.008","44.493","33.505","31.374","44.152","40.494","45.996","33.521"
"03:08:58","28.098","24.885","33.993","44.493","33.526","31.366","44.166","40.512","46.014","33.556"
"03:08:59","28.149","24.907","33.996","44.485","33.548","31.351","44.163","40.523","46.022","33.580"
"03:09:00","28.130","24.903","33.996","44.478","33.555","31.332","44.187","40.475","45.986","33.451"
"03:09:01","27.983","24.903","33.990","44.479","33.562","31.330","44.191","40.475","45.979","33.464"
"03:09:02","28.141","24.903","33.984","44.481","33.569","31.328","44.194","40.475","45.954","33.384"
"03:09:03","28.207","24.895","33.995","44.481","33.584","31.332","44.176","40.478","45.903","33.365"
"03:09:04","28.309","24.906","34.006","44.484","33.587","31.350","44.179","40.402","45.894","33.392"
"03:09:05","28.655","24.928","34.016","44.494","33.579","31.375","44.175","40.383","45.893","33.379"
"03:09:06","28.357","24.905","34.012","44.494","33.539","31.364","44.161","40.412","45.961","33.366"
"03:09:07","28.279","24.916","34.005","44.505","33.531","31.378","44.168","40.477","45.979","33.386"
"03:09:08","28.360","24.934","34.005","44.497","33.549","31.382","44.160","40.520","45.981","33.389"
"03:09:09","28.326","24.938","34.008","44.501","33.582","31.400","44.167","40.589","45.984","33.336"
"03:09:10","28.333","24.945","34.001","44.490","33.607","31.399","44.160","40.574","45.981","33.309"
"03:09:11","28.223","24.981","34.011","44.489","33.610","31.417","44.177","40.523","45.976","33.245"
"03:09:12","27.961","24.959","34.011","44.475","33.625","31.413","44.166","40.407","45.992","33.281"
"03:09:13","27.854","24.933","34.003","44.474","33.639","31.424","44.166","40.406","45.977","33.372"
"03:09:14","28.115","24.910","34.007","44.470","33.639","31.420","44.176","40.409","45.972","33.402"
"03:09:15","28.339","24.921","34.021","44.474","33.653","31.423","44.184","40.311","45.986","33.363"
"03:09:16","28.523","24.939","34.035","44.477","33.674","31.416","44.183","40.239","46.021","33.376"
"03:09:17","28.501","24.950","34.017","44.477","33.678","31.394","44.161","40.202","46.049","33.474"
"03:09:18","28.412","24.957","34.002","44.466","33.656","31.371","44.161","40.147","45.989","33.441"
"03:09:19","28.382","24.979","34.016","44.480","33.648","31.375","44.175","40.100","45.939","33.447"
"03:09:20","28.478","24.972","34.020","44.480","33.623","31.375","44.164","39.988","45.879","33.468"
"03:09:21","28.364","24.979","34.012","44.494","33.611","31.327","44.168","39.892","45.820","33.489"
"03:09:22","28.043","24.978","34.023","44.494","33.622","31.334","44.174","39.779","45.789","33.392"
"03:09:23","27.929","24.941","33.990","44.475","33.589","31.330","44.167","39.702","45.668","33.305"
"03:09:24","27.855","24.923","34.004","44.468","33.592","31.337","44.170","39.662","45.576","33.272"
"03:09:25","27.947","24.919","34.007","44.475","33.559","31.333","44.155","39.585","45.577","33.255"
"03:09:26","28.075","24.929","34.014","44.467","33.559","31.344","44.148","39.508","45.609","33.231"
"03:09:27","28.255","24.911","33.996","44.470","33.562","31.336","44.148","39.468","45.680","33.288"
"03:09:28","28.362","24.892","34.003","44.481","33.573","31.354","44.151","39.548","45.679","33.308"
"03:09:29","28.505","24.914","34.028","44.488","33.584","31.368","44.151","39.690","45.654","33.265"
"03:09:30","28.711","24.921","34.017","44.495","33.583","31.372","44.165","39.799","45.709","33.301"
"03:09:31","28.688","24.913","34.017","44.495","33.594","31.372","44.143","39.788","45.765","33.268"
"03:09:32","28.625","24.902","34.002","44.476","33.590","31.378","44.153","39.776","45.793","33.288"
"03:09:33","28.761","24.913","34.012","44.465","33.571","31.371","44.150","39.831","45.827","33.240"
"03:09:34","28.757","24.931","34.016","44.461","33.560","31.345","44.149","39.863","45.869","33.207"
"03:09:35","28.801","24.886","33.994","44.446","33.575","31.341","44.135","39.848","45.885","33.209"
"03:09:36","28.860","24.864","33.993","44.446","33.603","31.356","44.134","39.775","45.920","33.244"
"03:09:37","28.778","24.867","34.000","44.438","33.636","31.373","44.159","39.735","45.942","33.211"
"03:09:38","28.609","24.852","33.993","44.431","33.617","31.366","44.141","39.749","46.000","33.187"
"03:09:39","28.646","24.845","33.989","44.416","33.606","31.358","44.144","39.771","46.002","33.144"
"03:09:40","28.778","24.844","34.018","44.427","33.570","31.365","44.133","39.734","45.962","33.111"
"03:09:41","28.921","24.855","33.988","44.430","33.551","31.350","44.133","39.745","45.928","33.071"
"03:09:42","28.880","24.877","33.988","44.434","33.540","31.336","44.136","39.777","45.929","33.149"
"03:09:43","28.758","24.877","33.988","44.444","33.558","31.343","44.139","39.828","45.949","33.191"
"03:09:44","28.739","24.865","33.995","44.451","33.510","31.346","44.136","39.886","45.956","33.214"
"03:09:45","28.522","24.872","34.002","44.458","33.466","31.360","44.150","39.900","45.921","33.253"
"03:09:46","28.526","24.865","33.998","44.447","33.473","31.353","44.128","39.838","45.910","33.240"
"03:09:47","28.533","24.876","33.976","44.465","33.462","31.363","44.153","39.776","45.917","33.244"
"03:09:48","28.687","24.901","33.986","44.461","33.487","31.359","44.145","39.703","45.890","33.174"
"03:09:49","28.794","24.930","33.993","44.461","33.502","31.359","44.142","39.611","45.862","33.180"
"03:09:50","28.756","24.926","33.993","44.453","33.512","31.359","44.130","39.512","45.862","33.155"
"03:09:51","28.815","24.937","33.982","44.453","33.526","31.366","44.141","39.487","45.815","33.218"
"03:09:52","28.756","24.981","33.989","44.463","33.526","31.358","44.130","39.450","45.745","33.224"
"03:09:53","28.542","25.003","33.981","44.456","33.486","31.347","44.126","39.443","45.684","33.220"
"03:09:54","28.288","24.999","33.985","44.474","33.464","31.340","44.136","39.420","45.619","33.321"
"03:09:55","27.942","24.995","33.981","44.462","33.496","31.328","44.133","39.420","45.634","33.301"
"03:09:56","27.842","24.976","33.973","44.466","33.510","31.314","44.132","39.405","45.686","33.338"
"03:09:57","28.007","24.957","33.987","44.469","33.539","31.335","44.132","39.412","45.688","33.310"
"03:09:58","27.974","24.950","34.005","44.476","33.510","31.357","44.139","39.441","45.695","33.357"
"03:09:59","28.202","24.920","33.983","44.469","33.539","31.345","44.135","39.638","45.676","33.243"
"03:10:00","28.224","24.920","33.965","44.472","33.538","31.338","44.131","39.783","45.624","33.191"
"03:10:01","28.227","24.908","33.975","44.479","33.545","31.352","44.149","39.823","45.699","33.273"
"03:10:02","28.256","24.915","33.986","44.486","33.498","31.366","44.149","39.881","45.804","33.360"
"03:10:03","28.377","24.912","33.968","44.486","33.465","31.363","44.149","39.990","45.878","33.437"
"03:10:04","28.495","24.907","33.982","44.467","33.421","31.362","44.145","40.106","45.871","33.445"
"03:10:05","28.583","24.915","33.989","44.471","33.395","31.366","44.152","40.200","45.887","33.468"
"03:10:06","28.645","24.948","33.981","44.463","33.453","31.384","44.159","40.301","45.900","33.467"
"03:10:07","28.763","24.969","33.992","44.463","33.453","31.372","44.155","40.395","45.921","33.511"
"03:10:08","28.663","25.002","33.992","44.481","33.507","31.376","44.162","40.424","45.924","33.522"
"03:10:09","28.655","24.983","33.991","44.480","33.529","31.383","44.158","40.467","45.805","33.474"
"03:10:10","28.684","24.976","33.998","44.487","33.539","31.390","44.157","40.528","45.781","33.446"
"03:10:11","28.710","24.968","33.991","44.491","33.535","31.397","44.164","40.593","45.823","33.417"
"03:10:12","28.824","24.964","33.994","44.490","33.531","31.400","44.157","40.662","45.870","33.475"
"03:10:13","28.673","24.953","34.001","44.490","33.546","31.403","44.167","40.705","45.893","33.520"
"03:10:14","28.503","24.934","33.997","44.483","33.556","31.414","44.160","40.701","45.894","33.485"
"03:10:15","28.580","24.923","33.986","44.486","33.563","31.407","44.171","40.730","45.921","33.459"
"03:10:16","28.727","24.915","34.004","44.482","33.578","31.377","44.167","40.777","45.936","33.500"
"03:10:17","28.686","24.929","33.996","44.489","33.588","31.373","44.181","40.852","45.924","33.486"
"03:10:18","28.579","24.918","34.000","44.485","33.541","31.376","44.188","40.849","45.907","33.450"
"03:10:19","28.549","24.918","33.988","44.492","33.544","31.383","44.177","40.740","45.894","33.377"
"03:10:20","28.762","24.918","33.995","44.492","33.551","31.379","44.180","40.554","45.866","33.274"
"03:10:21","28.740","24.928","33.988","44.477","33.540","31.379","44.183","40.402","45.826","33.299"
"03:10:22","28.438","24.928","33.988","44.466","33.550","31.375","44.176","40.271","45.722","33.279"
"03:10:23","28.537","24.921","33.991","44.462","33.528","31.386","44.179","40.129","45.587","33.283"
"03:10:24","28.743","24.928","34.002","44.465","33.557","31.397","44.182","40.035","45.472","33.206"
"03:10:25","28.838","24.924","33.998","44.454","33.575","31.393","44.175","40.009","45.407","33.183"
"03:10:26","28.474","24.916","33.994","44.461","33.556","31.414","44.185","39.841","45.398","33.212"
"03:10:27","28.348","24.912","34.004","44.461","33.538","31.414","44.192","39.768","45.460","33.252"
"03:10:28","28.536","24.915","34.019","44.460","33.509","31.425","44.189","39.680","45.469","33.323"
"03:10:29","28.513","24.908","34.000","44.471","33.508","31.413","44.192","39.633","45.473","33.346"
"03:10:30","28.340","24.904","33.996","44.471","33.501","31.402","44.195","39.600","45.509","33.406"
"03:10:31","28.388","24.911","34.007","44.482","33.490","31.409","44.195","39.570","45.539","33.369"
"03:10:32","28.446","24.914","34.010","44.488","33.489","31.402","44.202","39.625","45.571","33.328"
"03:10:33","28.398","24.951","33.992","44.485","33.500","31.383","44.195","39.654","45.558","33.338"
"03:10:34","28.439","24.925","33.988","44.492","33.489","31.394","44.187","39.690","45.563","33.472"
"03:10:35","28.357","24.888","33.991","44.477","33.499","31.364","44.197","39.627","45.622","33.485"
"03:10:36","28.368","24.902","33.991","44.473","33.499","31.375","44.193","39.594","45.703","33.452"
"03:10:37","28.452","24.942","34.002","44.483","33.524","31.364","44.201","39.601","45.704","33.445"
"03:10:38","28.482","24.920","33.998","44.472","33.521","31.375","44.193","39.561","45.611","33.383"
"03:10:39","28.466","24.982","33.986","44.472","33.473","31.363","44.185","39.539","45.552","33.388"
"03:10:40","28.363","24.971","33.983","44.475","33.460","31.365","44.187","39.544","45.505","33.390"
