"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)"
"1693416699","52.060","52.478","50.299","49.021","46.022","49.887","44.347","48.843","60.554","61.164","45.261","43.716","24.046"
"1693416700","52.128","52.421","50.310","49.039","46.175","49.891","44.384","48.858","60.520","61.148","45.228","43.736","24.063"
"1693416701","52.146","52.374","50.303","49.032","46.175","49.913","44.300","48.865","60.475","61.123","45.183","43.760","24.057"
"1693416702","52.110","52.345","50.299","49.035","46.059","49.927","44.268","48.847","60.453","61.125","45.152","43.792","24.075"
"1693416703","52.074","52.331","50.281","49.043","46.066","49.945","44.213","48.796","60.417","61.103","45.103","43.796","24.088"
"1693416704","52.035","52.323","50.274","49.032","45.979","49.989","44.188","48.756","60.380","61.085","45.081","43.823","24.085"
"1693416705","52.027","52.359","50.288","49.043","45.790","50.032","44.264","48.709","60.346","61.067","45.040","43.836","24.072"
"1693416706","51.998","52.359","50.299","49.035","45.656","50.046","44.322","48.691","60.318","61.058","45.012","43.807","24.075"
"1693416707","51.999","52.323","50.288","49.053","45.587","50.018","44.358","48.716","60.274","61.038","44.954","43.747","24.075"
"1693416708","52.027","52.258","50.296","49.068","45.493","50.043","44.300","48.789","60.252","61.031","44.942","43.654","24.068"
"1693416709","52.099","52.294","50.288","49.053","45.344","50.050","44.293","48.941","60.227","61.020","44.929","43.692","24.084"
"1693416710","52.071","52.283","50.277","49.086","45.323","50.003","44.315","48.955","60.191","61.004","44.887","43.723","24.084"
"1693416711","51.988","52.287","50.267","49.101","45.330","49.963","44.344","48.916","60.162","60.992","44.840","43.778","24.090"
"1693416712","51.941","52.273","50.252","49.108","45.352","49.974","44.358","48.865","60.135","60.983","44.787","43.759","24.084"
"1693416713","51.865","52.229","50.259","49.140","45.290","50.036","44.405","48.818","60.094","60.952","44.709","43.779","24.070"
"1693416714","51.800","52.211","50.267","49.166","45.279","50.050","44.438","48.785","60.065","60.938","44.662","43.821","24.064"
"1693416715","51.753","52.204","50.274","49.195","45.290","50.011","44.460","48.763","60.038","60.923","44.631","43.810","24.060"
"1693416716","51.764","52.197","50.252","49.191","45.333","49.967","44.460","48.727","59.993","60.900","44.626","43.777","24.060"
"1693416717","51.815","52.183","50.249","49.144","45.341","49.960","44.456","48.760","59.968","60.891","44.586","43.705","24.045"
"1693416718","51.898","52.110","50.195","49.093","45.308","49.960","44.438","48.912","59.939","60.867","44.541","43.681","24.038"
"1693416719","51.890","52.038","50.162","49.148","45.279","49.953","44.445","48.981","59.908","60.855","44.559","43.712","24.036"
"1693416720","51.894","51.970","50.115","49.188","45.232","49.953","44.369","49.006","59.878","60.844","44.582","43.752","24.042"
"1693416721","51.901","51.970","50.101","49.216","45.203","49.974","44.427","48.970","59.849","60.826","44.602","43.725","24.038"
"1693416722","51.901","51.973","50.057","49.198","45.141","49.989","44.478","48.963","59.807","60.810","44.640","43.699","24.051"
"1693416723","51.908","51.980","50.021","49.184","45.141","50.043","44.514","48.988","59.791","60.801","44.658","43.683","24.045"
"1693416724","51.905","52.024","49.978","49.166","45.138","50.083","44.568","49.003","59.760","60.785","44.651","43.667","24.045"
"1693416725","51.894","52.016","49.952","49.111","45.221","50.137","44.612","49.010","59.726","60.765","44.615","43.694","24.030"
"1693416726","51.876","51.998","49.949","49.071","45.319","50.180","44.659","49.046","59.701","60.750","44.567","43.712","24.023"
"1693416727","51.854","52.067","49.971","49.129","45.522","50.176","44.692","49.086","59.668","60.729","44.542","43.706","24.017"
"1693416728","51.814","52.089","49.985","49.144","45.653","50.148","44.713","49.061","59.634","60.716","44.502","43.690","24.003"
"1693416729","51.800","52.114","49.985","49.126","45.736","50.126","44.735","48.977","59.603","60.697","44.509","43.705","24.001"
"1693416730","51.818","52.103","49.974","49.071","45.714","50.108","44.717","48.832","59.583","60.687","44.506","43.708","23.997"
"1693416731","51.796","52.089","49.967","49.024","45.707","50.133","44.728","48.713","59.552","60.671","44.440","43.695","23.984"
"1693416732","51.800","52.089","49.982","48.988","45.798","50.090","44.721","48.640","59.527","60.657","44.375","43.697","23.979"
"1693416733","51.847","52.053","49.967","48.955","45.903","50.075","44.728","48.615","59.491","60.632","44.353","43.693","23.982"
"1693416734","51.883","52.034","49.963","48.966","45.921","50.064","44.735","48.593","59.464","60.621","44.371","43.666","23.981"
"1693416735","51.869","52.045","49.949","48.992","45.870","50.021","44.746","48.611","59.433","60.596","44.346","43.708","23.968"
"1693416736","51.720","52.013","49.938","48.828","46.098","49.978","44.735","48.625","59.404","60.585","44.317","43.708","23.967"
"1693416737","51.713","51.991","49.949","48.691","46.207","49.981","44.732","48.578","59.376","60.571","44.259","43.697","23.964"
"1693416738","51.692","52.031","49.952","48.520","46.294","49.974","44.753","48.509","59.357","60.556","44.223","43.711","23.953"
"1693416739","51.674","52.013","49.931","48.386","46.280","49.931","44.746","48.502","59.328","60.545","44.232","43.709","23.953"
"1693416740","51.634","52.013","49.912","48.342","46.301","49.887","44.706","48.549","59.280","60.517","44.186","43.691","23.942"
"1693416741","51.605","52.020","49.902","48.393","46.312","49.891","44.663","48.589","59.264","60.506","44.143","43.737","23.942"
"1693416742","51.580","52.016","49.894","48.524","46.312","49.876","44.677","48.644","59.236","60.491","44.083","43.742","23.942"
"1693416743","51.544","51.966","49.894","48.618","46.251","49.872","44.673","48.723","59.211","60.479","44.061","43.748","23.942"
"1693416744","51.518","51.937","49.894","48.636","46.160","49.894","44.666","48.749","59.180","60.455","44.048","43.766","23.945"
"1693416745","51.511","51.847","49.909","48.680","46.265","49.970","44.619","48.698","59.166","60.459","44.081","43.776","23.949"
"1693416746","51.493","51.807","49.920","48.611","46.312","49.945","44.597","48.720","59.135","60.434","44.014","43.744","23.958"
"1693416747","51.403","51.800","49.916","48.625","46.309","49.912","44.601","48.694","59.101","60.409","43.950","43.708","23.949"
"1693416748","51.327","51.782","49.912","48.680","46.258","49.836","44.543","48.665","59.081","60.394","43.889","43.680","23.945"
"1693416749","51.338","51.760","49.920","48.712","46.207","49.807","44.543","48.640","59.043","60.380","43.802","43.635","23.947"
"1693416750","51.334","51.706","49.930","48.734","46.163","49.800","44.525","48.661","59.018","60.362","43.769","43.693","23.938"
"1693416751","51.320","51.634","49.923","48.745","46.055","49.818","44.496","48.683","58.991","60.347","43.745","43.762","23.927"
"1693416752","51.302","51.569","49.930","48.756","46.000","49.840","44.492","48.680","58.962","60.326","43.658","43.843","23.917"
"1693416753","51.244","51.558","49.930","48.781","45.957","49.872","44.485","48.698","58.946","60.311","43.508","43.830","23.915"
"1693416754","51.100","51.525","49.956","48.846","45.848","49.847","44.492","48.680","58.926","60.308","43.390","43.783","23.949"
"1693416755","51.074","51.511","49.996","48.893","45.768","49.854","44.477","48.651","58.899","60.292","43.321","43.774","23.980"
"1693416756","50.984","51.525","50.010","48.926","45.793","49.840","44.474","48.574","58.870","60.279","43.356","43.812","24.022"
"1693416757","50.952","51.475","49.995","48.944","45.819","49.814","44.459","48.487","58.850","60.256","43.393","43.872","23.994"
"1693416758","50.915","51.442","49.966","48.951","45.840","49.749","44.445","48.444","58.819","60.232","43.430","43.877","23.950"
"1693416759","50.915","51.395","49.937","48.937","45.786","49.716","44.390","48.389","58.801","60.222","43.464","43.852","23.930"
"1693416760","50.897","51.291","49.879","48.937","45.663","49.705","44.310","48.302","58.769","60.207","43.520","43.812","23.921"
"1693416761","50.858","51.265","49.818","48.947","45.601","49.691","44.252","48.215","58.740","60.195","43.526","43.883","23.937"
"1693416762","50.764","51.305","49.796","48.955","45.572","49.669","44.187","48.186","58.721","60.175","43.551","43.914","23.952"
"1693416763","50.728","51.301","49.785","48.973","45.663","49.633","44.209","48.168","58.694","60.157","43.491","43.953","23.974"
"1693416764","50.767","51.283","49.807","48.966","45.652","49.625","44.220","48.099","58.666","60.142","43.439","44.017","23.996"
"1693416765","50.789","51.265","49.825","48.980","45.630","49.593","44.241","48.063","58.649","60.132","43.471","44.059","23.974"
"1693416766","50.789","51.240","49.810","49.006","45.605","49.571","44.278","48.059","58.624","60.117","43.467","44.044","23.959"
"1693416767","50.767","51.197","49.788","49.009","45.586","49.564","44.317","48.084","58.586","60.090","43.417","44.058","23.950"
"1693416768","50.756","51.161","49.774","49.009","45.503","49.578","44.346","48.092","58.570","60.081","43.348","44.091","23.963"
"1693416769","50.749","51.153","49.774","49.005","45.365","49.593","44.346","48.037","58.548","60.070","43.359","44.113","23.961"
"1693416770","50.673","51.143","49.770","49.016","45.278","49.571","44.328","48.005","58.515","60.045","43.351","44.104","23.957"
"1693416771","50.673","51.117","49.759","49.045","45.159","49.509","44.292","47.965","58.490","60.034","43.351","44.116","23.955"
"1693416772","50.681","51.002","49.730","49.049","45.097","49.502","44.292","47.914","58.479","60.025","43.349","44.093","23.957"
"1693416773","50.684","51.002","49.709","49.041","45.137","49.473","44.299","47.907","58.445","59.998","43.364","44.011","23.952"
"1693416774","50.666","51.045","49.665","49.001","45.060","49.476","44.241","47.867","58.422","59.980","43.373","43.978","23.948"
"1693416775","50.670","51.066","49.643","48.936","44.937","49.509","44.223","47.823","58.396","59.968","43.378","44.002","23.950"
"1693416776","50.605","51.056","49.621","48.889","44.846","49.552","44.194","47.783","58.373","59.953","43.386","43.998","23.966"
"1693416777","50.521","51.048","49.607","48.860","44.767","49.589","44.183","47.696","58.353","59.941","43.344","43.960","23.977"
"1693416778","50.489","51.048","49.589","48.816","44.745","49.600","44.190","47.613","58.326","59.912","43.309","43.958","23.984"
"1693416779","50.558","51.077","49.585","48.805","44.716","49.599","44.179","47.587","58.302","59.897","43.273","44.033","24.005"
"1693416780","50.597","51.077","49.577","48.820","44.661","49.519","44.212","47.645","58.270","59.879","43.188","44.083","24.025"
"1693416781","50.622","51.041","49.563","48.889","44.603","49.422","44.270","47.674","58.257","59.870","43.110","44.105","24.028"
"1693416782","50.568","50.961","49.530","48.900","44.542","49.418","44.255","47.761","58.228","59.847","43.023","44.112","24.038"
"1693416783","50.521","50.915","49.501","48.889","44.513","49.432","44.270","47.801","58.208","59.839","43.014","44.130","24.058"
"1693416784","50.492","50.922","49.447","48.845","44.476","49.450","44.248","47.833","58.192","59.827","43.026","44.150","24.067"
"1693416785","50.481","50.911","49.432","48.834","44.440","49.465","44.262","47.837","58.156","59.801","42.970","44.128","24.096"
"1693416786","50.471","50.849","49.443","48.849","44.436","49.432","44.237","47.852","58.140","59.785","42.974","44.101","24.098"
"1693416787","50.355","50.810","49.461","48.856","44.472","49.363","44.124","47.815","58.123","59.774","42.966","44.116","24.115"
"1693416788","50.326","50.788","49.454","48.848","44.516","49.316","44.121","47.783","58.093","59.756","42.923","44.134","24.133"
"1693416789","50.351","50.781","49.454","48.856","44.494","49.280","44.153","47.790","58.075","59.734","42.904","44.115","24.153"
"1693416790","50.362","50.730","49.446","48.892","44.429","49.236","44.160","47.851","58.051","59.725","42.854","44.076","24.151"
"1693416791","50.330","50.716","49.454","48.895","44.447","49.189","44.146","47.895","58.022","59.702","42.792","44.050","24.129"
"1693416792","50.293","50.694","49.457","48.902","44.523","49.167","44.128","47.913","57.999","59.684","42.749","44.010","24.131"
"1693416793","50.315","50.665","49.432","48.903","44.639","49.164","44.160","47.873","57.984","59.675","42.710","43.943","24.133"
"1693416794","50.333","50.629","49.421","48.895","44.711","49.127","44.146","47.847","57.961","59.653","42.709","43.925","24.140"
"1693416795","50.290","50.567","49.446","48.899","44.733","49.116","44.135","47.829","57.937","59.640","42.687","43.927","24.135"
"1693416796","50.210","50.477","49.468","48.892","44.766","49.109","44.109","47.775","57.917","59.628","42.667","43.947","24.131"
"1693416797","50.250","50.376","49.461","48.881","44.780","49.149","44.080","47.797","57.892","59.601","42.669","43.925","24.120"
"1693416798","50.268","50.362","49.395","48.877","44.773","49.211","44.059","47.807","57.872","59.593","42.654","43.898","24.131"
"1693416799","50.217","50.329","49.399","48.877","44.697","49.272","44.088","47.840","57.858","59.582","42.621","43.856","24.122"
"1693416800","50.188","50.300","49.402","48.848","44.704","49.276","44.087","47.858","57.820","59.553","42.574","43.731","24.116"
"1693416801","50.141","50.203","49.435","48.866","44.675","49.312","44.066","47.912","57.804","59.539","42.589","43.637","24.112"
"1693416802","50.105","50.138","49.424","48.913","44.707","49.315","44.055","47.963","57.782","59.521","42.590","43.644","24.097"
"1693416803","50.073","50.109","49.413","48.909","44.773","49.297","44.084","47.981","57.760","59.510","42.596","43.640","24.094"
"1693416804","49.982","50.105","49.409","48.884","44.798","49.301","44.145","47.927","57.742","59.495","42.567","43.575","24.090"
"1693416805","49.946","50.159","49.417","48.891","44.863","49.286","44.181","47.865","57.719","59.470","42.510","43.459","24.090"
"1693416806","49.884","50.192","49.438","48.884","44.946","49.290","44.214","47.789","57.684","59.454","42.481","43.303","24.108"
"1693416807","49.823","50.210","49.446","48.895","44.993","49.286","44.283","47.745","57.673","59.430","42.476","43.230","24.123"
"1693416808","49.703","50.209","49.409","48.844","44.910","49.275","44.402","47.691","57.659","59.425","42.472","43.177","24.125"
"1693416809","49.714","50.231","49.369","48.851","44.899","49.279","44.424","47.709","57.639","59.414","42.469","43.174","24.115"
"1693416810","49.707","50.246","49.304","48.858","44.892","49.286","44.442","47.749","57.608","59.391","42.465","43.204","24.123"
"1693416811","49.706","50.256","49.199","48.814","44.910","49.239","44.467","47.774","57.594","59.381","42.456","43.261","24.106"
"1693416812","49.681","50.271","49.126","48.735","44.935","49.235","44.478","47.796","57.559","59.360","42.474","43.339","24.110"
